,questions,answers
0,Q. 2. List any four salient features of Watson-Crick model of DNA. ,"Ans. Four salient features of Watson and Crick model are: (i) DNA molecule consist of two polynucleotide chains, which are coiled like a rope in helical fashion. So the two strands form a double helix’. (ii) The two strands of a Polynucleotides are antiparallel i.e., run in the opposite direction. The backbone is formed by the sugar-phosphate-sugar chain with the nitrogenous bases projected inside. (iii) Each DNA helix has alternate minor and major groove having width of 12  𝑜 𝑜 and 22  respectively. (iv) The distance between two consecutive spirals is 34  𝑜 Thus, between two consecutive  spirals, 10 nucleotides can be adjusted."
1,Q. 3. What are glycans? How are they formed?,Ans. Complex carbohydrates or polysaccharides are called as glycans. They are long chains formed by polymerisation of large number of monosaccharide monomers and are joined by glycosidic bonds with loss of water. 
2,Q. 4. What are the uses of inulin?,Ans. (i) It is a storage polysaccharide in roots of Dahlia and related plants. (ii) it is used in testing kidney function.
3,Q. 5. In how many groups does polysaccharide classified?,"Ans. Polysaccharides are classified into two group: (i) Homopolysaccharides or Homoglycans: These are formed by polymerisation of only one type of monosaccharide monomers. For e.g., starch, glycogen, cellulose is composed of a single type of monosaccharide called glucose, (ii) Heteropolysaccharide or Heteroglycans: These are produced by condensation of two or more types of monosaccharide derivatives. They include agar, peptidoglycan, arabino xylans etc. "
4,Q. 6. How is a peptide bond formed?,"Ans. (i) Amino acids condense to form peptide. In this process, the carboxylic group of one amino acid joins with the amino group of another amino acid with a loss of water molecule. (ii) The bond thus formed (-CO-NH-) is called amide or peptide bond. A chain of two amino acid is called dipeptide, that of three is tripeptide and many is polypeptide."
5,Q. 7. Write a short note on chitin.,"Ans. (i) Chitin is the second most abundant organic compound in nature. (ii) It is a fibrous homopolysaccharide of high tensile strength. (iii) Its basic unit is a nitrogen containing glucose derivative known as N-acetyl glucosamine. (iv) Chitin is soft and leathery, it provides both strength and elasticity. It becomes hard when impregnated with calcium carbonate."
6,Q. 8. Why ATP is known as the energy currency of the cell? Why is ATP called as the coin of the energy?,"Ans. ATP can pick up energy where it is being liberated and supply the same where it is being consumed. Hence, ATP is called energy currency of the cell."
7,Q. 9. What do you understand by denaturation?,Ans. They are organic acids having both carboxylic acid group (COOH) and amino group (NH2) generally attached to α-carbon. Carboxylic group provides an acidic property to the amino acid while amino group gives it a basic reaction. The 𝑎-carbon also bears a variable hydrocarbon or alkyl group R and hydrogen. 
8,Q. 12. What are cholesterol? What diseases occur due to this?,Ans. Michaelis constant more appropriately Michaelis-Menten constant (Km) is a mathematical derivation with the help of which velocity of reaction can be calculated for any substrate concentration  Fig. Calculation of Michaelis constant (Km) with the help of substrate concentration (S) and maximum velocity of the reaction (V max)
9,Q. 16. How does temperature effect an enzyme catalyzed reaction ?,"Ans. (i) The temperature affects the velocity of enzyme action.    (ii) When the temperature is high, there is a sudden decrease in enzyme action due to denaturation. Some enzymatic reactions occur below 45° C."
10,"Q. 17. What do a, b, c and d represent in this graph? ",Ans. (a) Activation energy (enzymatic reaction) (b) Activation energy (non- enzymatic reaction) (c) Transition state (d) Product    
