questions,answers
What is the main difference between sperms and eggs of humans ? Write the importance of this difference. ,"Difference between sperms and eggs of humans : The major genetic differences lies in the difference in sex chromosome of sperm (male gamete) and egg ( female gamete). Sperm has Y chromosome as sex chromosome, while egg has X chromosome as sex chromosome. Importance of the difference : The difference in the sperm and egg cells maintains the continuity of the species generation after generation by the process of reproduction. 1 + 1"
List two preparations shown every month by the uterus in anticipation of pregnancy in humans. ,Uterus by undergoing cyclic changes prepares itself for receiving the zygote and supporting its further () growth into foetus every month in anticipation of pregnancy. The inner layer of uterus called endometrium becomes thickened to support the growth of foetus.
Mention the two functions of human testes.  What are the functions performed by the testis in human beings ?,(i) Testes produce sperm. (ii) Testes produce male sex hormone called testosterone.
What is the role of seminal vesicles and prostate gland in Human male reproductive system ? ,Seminal vesicles are a pair of thin walled muscular sac which secretes fluid for nourishment of Sperms. Prostate gland provides nourishment and transportation of sperm.
State the importance of chromosomal difference between sperms and eggs of human. ,"Sperms contain two types of chromosomes i.e., X— chromosomes and Y—chromosomes. Egg contains one type of chromosomes only i.e., X—chromosome."
"Identify among the following organism which is reproduced by sexual and which by asexual method. Amoeba, human beings, whale, Hydra, dog, Spirogyra. ","Sexual reproduction—Dog, whale, human. Asexual reproduction—Amoeba, Hydra, Spirogyra. 2"
"Write two functions of each (i) Testis, (ii) Ovaries. [Board Term II, Set-92024), 2012]",Two functions are : (i) Testis : It produces sperms and secretes male sex hormones called testosterone. (ii) Ovary : It produces ovum and secretes female sex hormones called estrogen and progesterone. 
(i) Trace the path of sperms from where they are produced in human body to the exterior.  (ii) Write the functions of secretions of prostate gland and seminal vesicles in humans. ,"(i) Testes—epididymis—vas deferens—ejaculatory duct—urinogenital duct—penis. (ii) Seminal vesicles are a pair of lobulated glands that produce 60-70% of semen plasma which consist of fructose, proteins and other chemicals for nourishing and stimulating sperms. Secretion of prostate gland is thick, milky and alkaline. It contains chemicals essential for motility of sperms."
What changes are observed in the uterus if fertilisation does not occur ? ,When an egg is released by ovary the walls of the uterus thickens so as to give the fertilised egg a smooth covering but as fertilisation doesn’t occur the walls come back to their original position by breaking down and thus the blood in it starts flowing out through urethra.
"Explain why does menstruation occur in human females ?  [Board Term II, Set (2015), 2012]","Every month uterus prepares itself to receive fertilized egg. Its lining become thick to provide nutrition to embryo, if fertilization of egg takes place. If fertilization of egg does not take place then lining is no longer needed and it gets detached and comes out through the vagina along with blood and mucus.  2"
